Id,SentenceA,SentenceB,Origin,Logic_label,Commonsense_label,SICK_original,monalog,gkr4nli,langpro,ccg2lambda_easyccg,ccg2lambda_candc
9200,A lady is standing on the street and is surrounded by school children,A man in blue jeans is standing in front of a group of children beside a stone built house,SICK,N,N,N,N,N,N,N,N
9201,A woman in blue jeans is standing in front of a group of children beside a stone built house,A lady is standing on the street and is surrounded by school children,SICK,N,N,N,N,N,N,N,N
9202,A girl in a strange outfit is riding the bike,The bike is being ridden by a girl in a strange outfit,SICK,E,E,E,N,E,E,E,E
9203,A girl in a strange outfit is riding the bike,A boy in a strange outfit is riding the bike,SICK,C,C,N,C,C,N,N,N
9204,A woman is wearing paint and costume pieces and is riding a bike on a busy street,A bike is being ridden by a woman wearing paint and costume pieces on a busy street,SICK,E,E,E,N,E,N,N,N
9205,A woman is wearing paint and costume pieces and is riding a bike on a empty street,A woman is wearing paint and costume pieces and is riding a bike on a busy street,SICK,N,N,N,N,N,N,N,N
9206,A girl in a strange outfit is riding the bike,A bike is being ridden by a woman wearing paint and costume pieces on a busy street,SICK,N,N,N,N,N,N,N,N
9207,A woman is wearing paint and costume pieces and is riding a bike on a empty street,A girl in a strange outfit is riding the bike,SICK,N,E,E,N,N,N,N,N
9208,The bike is being ridden by a girl in a strange outfit,A woman is wearing paint and costume pieces and is riding a bike on a busy street,SICK,N,N,N,N,N,N,N,N
9209,A boy in a strange outfit is riding the bike,A woman is wearing paint and costume pieces and is riding a bike on a busy street,SICK,N,N,N,N,N,N,N,N
9210,A woman is wearing paint and costume pieces and is riding a bike on a busy street,A girl in a strange outfit is riding the bike,SICK,N,N,N,N,N,N,N,N
9211,A guy is leaping into the air in wood,A guy is leaping into the air in a wooded area,SICK,N,N,N,N,N,N,N,N
9212,There is no guy leaping into the air in a wooded area,A guy is leaping into the air in a wooded area,SICK,C,C,C,C,C,C,C,C
9213,A man with no shirt is jumping over a log,A shirtless man is jumping over a log,SICK,E,E,E,N,N,N,N,N
9214,A shirtless man is jumping over a log,A shirtless woman is jumping over a log,SICK,C,C,N,C,C,N,N,N
9215,A man with no shirt is jumping over a log,A guy is leaping into the air in a wooded area,SICK,N,N,N,N,N,N,N,N
9216,A shirtless woman is jumping over a log,A guy is leaping into the air in a wooded area,SICK,N,N,N,N,N,N,N,N
9217,A guy is leaping into the air in wood,A shirtless man is jumping over a log,SICK,N,N,N,N,N,N,N,N
9218,There is no guy leaping into the air in a wooded area,A shirtless man is jumping over a log,SICK,N,N,N,N,N,N,N,N
9219,A shirtless man is jumping over a log,A guy is leaping into the air in a wooded area,SICK,N,N,N,N,N,N,N,N
9220,The black dog is carrying a blue and white ball in its mouth,The black dog is carrying a blue and white toy in its mouth,SICK,E,E,E,E,E,E,E,E
9221,The white dog is carrying a blue and white ball in its mouth,The black dog is carrying a blue and white ball in its mouth,SICK,C,C,N,C,C,N,N,N
9222,A dog is running with a volleyball,A dog is running with a ball,SICK,E,E,E,E,E,E,E,E
9223,There is no dog running with a volleyball,A dog is running with a volleyball,SICK,C,C,C,C,C,C,C,C
9224,A dog is running with a ball,The black dog is carrying a blue and white ball in its mouth,SICK,N,N,N,N,N,N,N,N
9225,There is no dog running with a volleyball,The black dog is carrying a blue and white ball in its mouth,SICK,N,N,N,N,C,N,N,N
9226,A dog is running with a volleyball,The black dog is carrying a blue and white toy in its mouth,SICK,N,N,N,N,N,N,N,N
9227,The white dog is carrying a blue and white ball in its mouth,A dog is running with a volleyball,SICK,N,N,N,N,N,N,N,N
9228,The black dog is carrying a blue and white ball in its mouth,A dog is running with a volleyball,SICK,N,N,N,N,N,N,N,N
9229,A girl in a band is playing the flute,A girl in a band is playing an instrument,SICK,E,E,E,E,E,E,E,E
9230,A girl in a band is playing the flute,A boy in a band is playing the flute,SICK,C,C,N,C,C,N,N,N
9231,A girl in a uniform is playing the flute with a marching band,A girl in a uniform is playing the flute with a band,SICK,E,E,E,E,E,E,E,E
9232,A girl in a uniform is playing the flute with a marching band,A girl in a uniform is not playing the flute with a marching band,SICK,C,C,C,C,C,C,C,C
9233,A girl in a uniform is playing the flute with a band,A girl in a band is playing the flute,SICK,E,E,E,N,E,N,N,N
9234,A girl in a uniform is not playing the flute with a marching band,A girl in a band is playing the flute,SICK,C,C,N,N,N,N,N,N
9235,A girl in a uniform is playing the flute with a marching band,A girl in a band is playing an instrument,SICK,E,E,E,N,E,N,N,N
9236,A boy in a band is playing the flute,A girl in a uniform is playing the flute with a marching band,SICK,N,N,N,N,N,N,N,N
9237,A girl in a uniform is playing the flute with a marching band,A girl in a band is playing the flute,SICK,E,E,E,N,E,N,N,N
9238,A man is standing at the wheel of a classic American car that has its door and trunk open,A person is standing at the wheel of a classic American car that has its door and trunk open,SICK,E,E,E,E,E,E,E,E
9239,A man is standing at the wheel of a classic American car that has its door and trunk open,A woman is standing at the wheel of a classic American car that has its door and trunk open,SICK,C,C,N,C,C,N,N,N
9240,The man in blue is posing for a picture next to a vehicle,The man in blue is posing for a picture next to a car,SICK,N,N,E,N,E,N,N,N
9241,The man in blue is posing for a picture next to a car,The woman in blue is posing for a picture next to a car,SICK,C,C,N,C,C,N,N,N
9242,The man in blue is posing for a picture next to a vehicle,A man is standing at the wheel of a classic American car that has its door and trunk open,SICK,N,N,N,N,N,N,N,N
9243,A man is standing at the wheel of a classic American car that has its door and trunk open,The woman in blue is posing for a picture next to a car,SICK,N,N,N,N,N,N,N,N
9244,A person is standing at the wheel of a classic American car that has its door and trunk open,The man in blue is posing for a picture next to a car,SICK,N,N,N,N,N,N,N,N
9245,A woman is standing at the wheel of a classic American car that has its door and trunk open,The man in blue is posing for a picture next to a car,SICK,N,N,N,N,N,N,N,N
9246,A man is standing at the wheel of a classic American car that has its door and trunk open,The man in blue is posing for a picture next to a car,SICK,N,N,N,N,N,N,N,N
9247,Two people are sitting on a white bench,Two people are sitting on a bench,SICK,E,E,E,N,E,E,E,E
9248,Two people are standing on a bench,Two people are sitting on a bench,SICK,C,C,N,N,C,N,N,N
9249,The woman is sitting near a flower bed and is overlooking a tunnel,A woman is sitting near a flower bed and is overlooking a tunnel,SICK,E,E,E,E,E,E,E,E
9250,A man is sitting near a flower bed and is overlooking a tunnel,A woman is sitting near a flower bed and is overlooking a tunnel,SICK,C,C,N,C,C,N,N,N
9251,The woman is sitting near a flower bed and is overlooking a tunnel,Two people are sitting on a bench,SICK,N,N,N,N,N,N,N,N
9252,A man is sitting near a flower bed and is overlooking a tunnel,Two people are sitting on a bench,SICK,N,N,N,N,N,N,N,N
9253,Two people are sitting on a white bench,A woman is sitting near a flower bed and is overlooking a tunnel,SICK,N,N,N,N,N,N,N,N
9254,A woman is sitting near a flower bed and is overlooking a tunnel,Two people are standing on a bench,SICK,N,N,N,N,N,N,N,N
9255,A woman is sitting near a flower bed and is overlooking a tunnel,Two people are sitting on a bench,SICK,N,N,N,N,N,N,N,N
9256,A man is wearing a clear plastic cap and a mask,A man is wearing a clear plastic cap and a face mask,SICK,E,E,E,N,E,N,N,N
9257,A man is not wearing a clear plastic cap and a face mask,A man is wearing a clear plastic cap and a face mask,SICK,C,C,C,C,C,C,C,C
9258,A man by a brick wall is wearing a mask around his mouth and a hair net,A man by a wall made of bricks is wearing a mask around his mouth and a hair net,SICK,E,E,E,N,N,N,N,N
9259,A man by a brick wall is wearing a mask around his mouth and a hair net,A woman by a brick wall is wearing a mask around her mouth and a hair net,SICK,C,C,N,N,C,N,N,N
9260,A man by a wall made of bricks is wearing a mask around his mouth and a hair net,A man is wearing a clear plastic cap and a face mask,SICK,N,N,N,N,N,N,N,N
9261,A man is wearing a clear plastic cap and a face mask,A woman by a brick wall is wearing a mask around her mouth and a hair net,SICK,N,N,N,N,N,N,N,N
9262,A man is wearing a clear plastic cap and a mask,A man by a brick wall is wearing a mask around his mouth and a hair net,SICK,N,N,N,N,N,N,N,N
9263,A man by a brick wall is wearing a mask around his mouth and a hair net,A man is not wearing a clear plastic cap and a face mask,SICK,N,N,N,N,N,Exception,Exception,N
9264,A man by a brick wall is wearing a mask around his mouth and a hair net,A man is wearing a clear plastic cap and a face mask,SICK,N,N,N,N,N,N,N,N
9265,Two dogs are in a kennel on their hind legs and are facing one another,Two animals are in a kennel on their hind legs and are facing one another,SICK,E,E,E,N,E,E,E,E
9266,Two dogs are in a kennel on their hind legs and are facing one another,Two cats are in a kennel on their hind legs and are facing one another,SICK,C,C,E,N,N,N,N,N
9267,A black dog and a yellow dog are playing with each other,Two dogs are playing with each other,SICK,E,E,E,N,N,N,N,N
9268,A black dog and a yellow dog are not playing with each other,A black dog and a yellow dog are playing with each other,SICK,C,C,C,C,C,C,C,C
9269,Two dogs are in a kennel on their hind legs and are facing one another,Two dogs are playing with each other,SICK,N,N,N,N,N,N,N,N
9270,Two dogs are in a kennel on their hind legs and are facing one another,A black dog and a yellow dog are not playing with each other,SICK,N,N,N,N,N,N,N,N
9271,A black dog and a yellow dog are playing with each other,Two animals are in a kennel on their hind legs and are facing one another,SICK,N,N,N,N,N,N,N,N
9272,A black dog and a yellow dog are playing with each other,Two cats are in a kennel on their hind legs and are facing one another,SICK,N,N,N,N,N,N,N,N
9273,A black dog and a yellow dog are playing with each other,Two dogs are in a kennel on their hind legs and are facing one another,SICK,N,N,N,N,N,N,N,N
9274,Two dogs and two people are walking in the woods,Two dogs and two people are walking in a wood,SICK,E,E,E,E,E,E,E,E
9275,Two dogs and two people are sitting in the woods,Two dogs and two people are walking in the woods,SICK,C,C,C,N,C,N,N,N
9276,Two women with dogs are walking on a forest path,Two girl with dogs are walking on a forest path,SICK,UG,UG,E,E,N,N,N,N
9277,Two women with dogs are walking on a forest path,Two men with dogs are walking on a forest path,SICK,C,C,N,N,C,N,N,N
9278,Two girl with dogs are walking on a forest path,Two dogs and two people are walking in the woods,SICK,UG,UG,E,N,N,N,N,N
9279,Two dogs and two people are walking in the woods,Two men with dogs are walking on a forest path,SICK,N,N,N,N,N,N,N,N
9280,Two dogs and two people are walking in a wood,Two women with dogs are walking on a forest path,SICK,N,N,N,N,N,N,N,N
9281,Two women with dogs are walking on a forest path,Two dogs and two people are sitting in the woods,SICK,N,N,N,N,N,N,N,N
9282,Two women with dogs are walking on a forest path,Two dogs and two people are walking in the woods,SICK,N,N,N,N,N,N,N,N
9283,A man is snowboarding down a railing in the snow,A person is snowboarding down a railing in the snow,SICK,E,E,E,E,E,E,E,E
9284,A man is snowboarding down a railing in the snow,A woman is snowboarding down a railing in the snow,SICK,C,C,N,C,C,N,N,N
9285,A man is skiing down a hill and over a red obstacle,A man is skiing down a hill and jumping a red obstacle,SICK,E,E,E,N,N,N,N,N
9286,A woman is skiing down a hill and over a red obstacle,A man is skiing down a hill and over a red obstacle,SICK,C,C,N,C,N,N,N,N
9287,A man is skiing down a hill and jumping a red obstacle,A man is snowboarding down a railing in the snow,SICK,N,N,N,N,N,N,N,N
9288,A woman is skiing down a hill and over a red obstacle,A man is snowboarding down a railing in the snow,SICK,N,N,N,N,N,N,N,N
9289,A person is snowboarding down a railing in the snow,A man is skiing down a hill and over a red obstacle,SICK,N,N,N,N,N,N,N,N
9290,A woman is snowboarding down a railing in the snow,A man is skiing down a hill and over a red obstacle,SICK,N,N,N,N,N,N,N,N
9291,A man is skiing down a hill and over a red obstacle,A man is snowboarding down a railing in the snow,SICK,N,N,N,N,N,N,N,N
9292,Two men are taking a break from construction,Two men are taking a break from work,SICK,E,E,E,N,N,N,N,N
9293,Two men are not taking a break from construction,Two men are taking a break from construction,SICK,C,C,C,C,C,C,C,C
9294,Two construction workers are sitting up on the side of a palace,Two construction workers are sitting up on the side of a building,SICK,E,E,E,E,E,E,E,E
9295,Two construction workers are sitting up on the side of a building,Two construction workers are sitting up on the top of a building,SICK,N,N,N,N,N,N,N,N
9296,Two construction workers are sitting up on the side of a palace,Two men are taking a break from construction,SICK,N,N,N,N,N,N,N,N
9297,Two construction workers are sitting up on the top of a building,Two men are taking a break from construction,SICK,N,N,N,N,N,N,N,N
9298,Two men are taking a break from work,Two construction workers are sitting up on the side of a building,SICK,N,N,N,N,N,N,N,N
